"","AnnRet","Win","MRet","MWRet","MWPnL","MLRet","MLPnL","Ts","TDs","MDD","MDD.SD","MDD.ED","MPnL","Forces","UP","UPCLOSE","DOWN","DOWNCLOSE","HoldMins","startegy","Corr","Beta"
"4024",49.19,21.4905,0.0517,0.5689,290,-0.0899,-45,577,163,9.29,"20150114","20150429",27,52,2.5,0,2.5,0,19.44,"RI2AL",0.21,0.22
"4025",55.22,26.6129,0.0892,0.6033,308,-0.0972,-48,372,163,4.8,"20150114","20150429",46,29,3,0,3,0,21.9,"RI2AL",0.21,0.22
"4026",-20.51,13.2999,-0.0087,0.4888,249,-0.085,-42,1594,163,49.04,"20150108","20150707",-4,106,1,0,1,0,16.19,"RI2AU",0.14,0.08
"4027",15.58,16.4567,0.0078,0.4943,252,-0.0881,-44,1270,163,33.19,"20150108","20150703",5,92,1.5,0,1.5,0,18.01,"RI2AU",0.14,0.08
"4028",25.23,18.1352,0.0162,0.5101,260,-0.0933,-46,976,163,23.26,"20150108","20150610",9,76,2,0,2,0,19.85,"RI2AU",0.14,0.08
"4029",32.1,20.6086,0.0276,0.5177,264,-0.0997,-50,723,163,14.2,"20150108","20150515",15,56,2.5,0,2.5,0,21.67,"RI2AU",0.14,0.08
"4030",45.85,24.4782,0.053,0.5207,265,-0.0986,-49,527,163,6.88,"20150108","20150603",28,37,3,0,3,0,23.13,"RI2AU",0.14,0.08
"4031",-27.48,12.2104,-0.0118,0.5072,258,-0.084,-42,1597,163,47.15,"20150108","20150707",-5,91,1,0,1,0,15.05,"RI2BU",0.12,0.05
"4032",-9.05,13.8549,-0.0049,0.519,264,-0.0892,-44,1227,163,30.91,"20150108","20150707",-2,79,1.5,0,1.5,0,16.8,"RI2BU",0.12,0.05
"4033",5.73,16.0044,0.004,0.53,270,-0.0962,-48,906,163,19.36,"20150108","20150707",3,71,2,0,2,0,18.75,"RI2BU",0.12,0.05
"4034",11.89,18.1953,0.0113,0.5139,261,-0.1005,-50,676,163,14.58,"20150129","20150707",6,49,2.5,0,2.5,0,20.36,"RI2BU",0.12,0.05
"4035",28.23,21.4442,0.0385,0.5572,284,-0.1031,-52,457,163,9.35,"20150129","20150429",20,33,3,0,3,0,21.43,"RI2BU",0.12,0.05
"4036",15.26,14.7451,0.0076,0.5359,273,-0.0838,-42,1275,163,27.48,"20150108","20150703",4,85,1,0,1,0,16.22,"RI2CU",0.25,0.13
"4037",27.06,17.002,0.017,0.5295,269,-0.088,-44,994,163,16.87,"20150129","20150707",9,73,1.5,0,1.5,0,18.08,"RI2CU",0.25,0.13
"4038",30.91,18.2171,0.0248,0.5527,281,-0.0928,-46,774,163,12.45,"20150119","20150703",13,62,2,0,2,0,19.4,"RI2CU",0.25,0.13
"4039",40.98,21.6549,0.0442,0.5524,280,-0.0963,-48,568,163,4.97,"20150327","20150703",23,43,2.5,0,2.5,0,20.86,"RI2CU",0.25,0.13
"4040",51.66,26.4706,0.0836,0.6065,308,-0.1047,-53,374,163,4.45,"20150327","20150422",43,29,3,0,3,0,22.16,"RI2CU",0.25,0.13
"4041",83.96,47.1178,0.1224,0.4294,217,-0.1511,-75,399,163,2.68,"20150112","20150127",62,103,1,0,1,0,59.4,"RI2FU",0.03,0.01
"4042",81.69,47.2,0.127,0.4384,221,-0.1514,-75,375,163,2.53,"20150112","20150127",65,95,1.5,0,1.5,0,60.62,"RI2FU",0.03,0.01
"4043",76.62,46.8927,0.1268,0.4435,224,-0.1528,-76,354,163,2.44,"20150112","20150127",64,91,2,0,2,0,60.94,"RI2FU",0.03,0.01
"4044",67.17,46.6276,0.1168,0.4251,214,-0.1526,-76,341,163,2.45,"20150112","20150127",59,89,2.5,0,2.5,0,61.28,"RI2FU",0.03,0.01
"4045",59.71,45.768,0.112,0.4301,217,-0.1564,-78,319,163,2.97,"20150112","20150127",57,83,3,0,3,0,62.84,"RI2FU",0.03,0.01
"4046",4.02,13.3995,0.0016,0.547,279,-0.0828,-41,1612,163,43.26,"20150108","20150703",2,102,1,0,1,0,15.02,"RI2HC",0.09,0.06
"4047",36.34,15.8353,0.0177,0.5628,287,-0.0848,-42,1263,163,25.6,"20150108","20150703",10,89,1.5,0,1.5,0,16.56,"RI2HC",0.09,0.06
"4048",61.89,17.4847,0.0377,0.6059,309,-0.0827,-41,978,163,15.28,"20150114","20150703",20,76,2,0,2,0,17.52,"RI2HC",0.09,0.06
"4049",63.52,19.0691,0.0568,0.663,337,-0.086,-43,666,163,8.52,"20150114","20150420",30,54,2.5,0,2.5,0,18.79,"RI2HC",0.09,0.06
"4050",67.54,24.2268,0.103,0.7253,370,-0.0959,-48,388,163,4.51,"20150114","20150401",53,31,3,0,3,0,20.15,"RI2HC",0.09,0.06
"4051",57.2,16.468,0.0236,0.5802,300,-0.0862,-44,923,109,15.55,"20150401","20150703",12,68,1,0,1,0,17.36,"RI2NI",0.19,0.05
"4052",62.57,18.1568,0.0325,0.5774,298,-0.0884,-45,727,109,10.76,"20150401","20150703",17,60,1.5,0,1.5,0,19.05,"RI2NI",0.19,0.05
"4053",63.48,18.9565,0.0416,0.6101,315,-0.0913,-47,575,109,8.93,"20150401","20150703",22,53,2,0,2,0,20.75,"RI2NI",0.19,0.05
"4054",62.57,20.3947,0.0519,0.6312,326,-0.0966,-50,456,109,6.3,"20150401","20150703",27,43,2.5,0,2.5,0,21.68,"RI2NI",0.19,0.05
"4055",77.42,24.7557,0.0925,0.7046,364,-0.1089,-56,307,109,3.34,"20150504","20150703",48,24,3,0,3,0,22.53,"RI2NI",0.19,0.05
"4056",-14.63,13.4488,-0.0081,0.5053,257,-0.0879,-44,1212,163,36.68,"20150114","20150702",-3,79,1,0,1,0,16.32,"RI2PB",0.23,0.14
"4057",5.11,15.0515,0.0034,0.5309,270,-0.0901,-45,970,163,24.86,"20150114","20150702",3,74,1.5,0,1.5,0,17.96,"RI2PB",0.23,0.14
"4058",2.62,16.3158,0.0022,0.5102,260,-0.0969,-48,760,163,21.11,"20150119","20150703",2,69,2,0,2,0,19.43,"RI2PB",0.23,0.14
"4059",18.17,19.2793,0.0208,0.53,269,-0.1008,-50,555,163,11.01,"20150120","20150703",11,51,2.5,0,2.5,0,20.87,"RI2PB",0.23,0.14
"4060",26.89,23.3244,0.0451,0.5167,263,-0.0983,-49,373,163,6.44,"20150120","20150427",24,32,3,0,3,0,22.32,"RI2PB",0.23,0.14
"4061",-11.56,11.7967,-0.0047,0.5753,293,-0.0823,-41,1653,163,46.95,"20150108","20150703",-2,112,1,0,1,0,14.75,"RI2RB",0.15,0.1
"4062",11.73,13.7903,0.0061,0.6021,307,-0.0893,-45,1240,163,31.66,"20150108","20150703",4,94,1.5,0,1.5,0,17.15,"RI2RB",0.15,0.1
"4063",24.4,15.4412,0.016,0.6022,306,-0.091,-45,952,163,20.62,"20150108","20150703",9,75,2,0,2,0,18.58,"RI2RB",0.15,0.1
"4064",46.55,17.6912,0.0424,0.6769,344,-0.094,-47,667,163,11.51,"20150108","20150427",22,60,2.5,0,2.5,0,20.19,"RI2RB",0.15,0.1
"4065",47.6,21.028,0.0675,0.704,358,-0.1019,-51,428,163,5,"20150504","20150707",35,38,3,0,3,0,21.17,"RI2RB",0.15,0.1
"4066",-21.64,13.0086,-0.0091,0.4718,240,-0.081,-40,1622,163,59.62,"20150108","20150707",-4,99,1,0,1,0,14.91,"RI2RM",0.17,0.08
"4067",2.93,14.8499,0.0015,0.4801,244,-0.0819,-41,1266,163,40.78,"20150108","20150707",1,88,1.5,0,1.5,0,16.64,"RI2RM",0.17,0.08
"4068",27.06,17.8828,0.0173,0.4803,244,-0.0835,-42,973,163,31.01,"20150108","20150707",9,73,2,0,2,0,18.21,"RI2RM",0.17,0.08
"4069",35.66,21.1111,0.0305,0.4699,238,-0.0871,-43,720,163,20.36,"20150108","20150707",16,52,2.5,0,2.5,0,19.97,"RI2RM",0.17,0.08
"4070",48.13,24.5833,0.0608,0.5375,272,-0.0946,-47,480,163,11.28,"20150206","20150707",31,27,3,0,3,0,21.52,"RI2RM",0.17,0.08
"4071",112.96,30.1149,0.0733,0.4788,243,-0.1015,-51,870,163,3.88,"20150615","20150707",37,108,1,0,1,0,28.77,"RI2RS",0.07,0.05
"4072",122,33.4266,0.0954,0.494,250,-0.1048,-53,715,163,3.11,"20150615","20150707",48,94,1.5,0,1.5,0,31.46,"RI2RS",0.07,0.05
"4073",101.69,34.3333,0.0967,0.4773,242,-0.1022,-52,600,163,2.47,"20150723","20150803",49,87,2,0,2,0,34.19,"RI2RS",0.07,0.05
"4074",95.07,36.7704,0.1063,0.4803,243,-0.1112,-56,514,163,2.13,"20150723","20150728",54,84,2.5,0,2.5,0,36.52,"RI2RS",0.07,0.05
"4075",82.07,38.4615,0.1114,0.4712,237,-0.1134,-57,429,163,2.19,"20150811","20150813",56,72,3,0,3,0,38.7,"RI2RS",0.07,0.05
"4076",-20.23,13.74,-0.0085,0.443,224,-0.0804,-40,1623,163,42.49,"20150108","20150707",-4,107,1,0,1,0,14.7,"RI2RU",0.27,0.09
"4077",0.46,15.3607,2e-04,0.4527,229,-0.0819,-41,1289,163,28.71,"20150114","20150707",1,95,1.5,0,1.5,0,16.11,"RI2RU",0.27,0.09
"4078",14.29,17.5365,0.0095,0.4729,240,-0.0891,-45,958,163,18.62,"20150114","20150707",5,79,2,0,2,0,17.66,"RI2RU",0.27,0.09
"4079",28.9,20.524,0.0262,0.4824,244,-0.0916,-46,687,163,10.09,"20150129","20150703",13,59,2.5,0,2.5,0,18.46,"RI2RU",0.27,0.09
"4080",42.72,25.6039,0.063,0.5382,273,-0.1005,-51,414,163,7.52,"20150504","20150703",32,25,3,0,3,0,19.66,"RI2RU",0.27,0.09
"4081",105.23,41.9492,0.0845,0.4009,203,-0.1442,-71,708,163,10.56,"20150114","20150227",44,103,1,0,1,0,34.48,"RI2SF",0.15,0.08
"4082",97.01,42.1975,0.0886,0.4041,205,-0.1417,-69,628,163,8.5,"20150114","20150227",46,95,1.5,0,1.5,0,34.88,"RI2SF",0.15,0.08
"4083",93.33,43.1655,0.0966,0.4153,211,-0.1455,-71,556,163,6.44,"20150114","20150227",50,83,2,0,2,0,35.57,"RI2SF",0.15,0.08
"4084",81.69,42.0233,0.0926,0.4138,210,-0.1401,-69,514,163,5.4,"20150427","20150519",48,82,2.5,0,2.5,0,35.93,"RI2SF",0.15,0.08
"4085",74.94,42.1634,0.0971,0.4187,212,-0.1372,-68,453,163,5.24,"20150427","20150519",51,75,3,0,3,0,36.8,"RI2SF",0.15,0.08
"4086",47.74,34.6369,0.0628,0.4293,214,-0.1314,-65,358,130,8.76,"20150327","20150610",32,77,1,0,1,0,49.36,"RI2SM",-0.04,-0.01
"4087",39.5,34.4512,0.0577,0.4153,207,-0.1303,-64,328,130,8.38,"20150327","20150610",29,72,1.5,0,1.5,0,50.07,"RI2SM",-0.04,-0.01
"4088",37.03,34.1137,0.0596,0.4281,214,-0.1311,-65,299,130,8.28,"20150327","20150610",30,67,2,0,2,0,49.42,"RI2SM",-0.04,-0.01
"4089",31.71,33.6879,0.0545,0.4256,212,-0.134,-67,282,130,8.11,"20150327","20150610",27,64,2.5,0,2.5,0,49.79,"RI2SM",-0.04,-0.01
"4090",27.57,34.3511,0.0517,0.4186,208,-0.1403,-70,262,130,7.85,"20150327","20150610",26,58,3,0,3,0,49.75,"RI2SM",-0.04,-0.01
"4091",77.42,16.2949,0.0275,0.5766,298,-0.0794,-41,1031,109,19.47,"20150401","20150707",14,65,1,0,1,0,16.13,"RI2SN",0.23,0.09
"4092",117.77,18.5049,0.0495,0.6138,317,-0.0786,-40,816,109,10.8,"20150504","20150612",26,56,1.5,0,1.5,0,17.26,"RI2SN",0.23,0.09
"4093",128.59,21.1931,0.0681,0.633,327,-0.0838,-43,637,109,8.02,"20150505","20150612",35,47,2,0,2,0,18.41,"RI2SN",0.23,0.09
"4094",132.26,23.3684,0.0934,0.6726,347,-0.0832,-43,475,109,6.26,"20150504","20150605",48,33,2.5,0,2.5,0,19.33,"RI2SN",0.23,0.09
"4095",103.12,24.1279,0.1052,0.7124,367,-0.0879,-45,344,109,4.81,"20150504","20150604",54,23,3,0,3,0,20.83,"RI2SN",0.23,0.09
"4096",-18.95,15.178,-0.008,0.4244,215,-0.0854,-43,1601,163,48.01,"20150114","20150703",-3,108,1,0,1,0,15.88,"RI2SR",0.26,0.15
"4097",4.95,17.6198,0.0025,0.4015,204,-0.0828,-41,1294,163,32.62,"20150108","20150703",2,94,1.5,0,1.5,0,17.27,"RI2SR",0.26,0.15
"4098",29.57,19.3909,0.0187,0.4367,222,-0.0819,-41,985,163,22.17,"20150108","20150612",10,77,2,0,2,0,18.9,"RI2SR",0.26,0.15
"4099",59.35,22.3419,0.0477,0.4977,253,-0.0817,-41,743,163,8.32,"20150115","20150603",25,55,2.5,0,2.5,0,20.01,"RI2SR",0.26,0.15
"4100",66.26,24.6704,0.074,0.5535,282,-0.083,-41,531,163,3.31,"20150305","20150514",38,44,3,0,3,0,20.82,"RI2SR",0.26,0.15
"4101",-6.97,13.5561,-0.0029,0.5069,255,-0.0828,-41,1586,163,36.69,"20150114","20150707",-1,104,1,0,1,0,15.63,"RI2TA",0.24,0.11
"4102",6.36,15.4351,0.0034,0.4987,252,-0.0871,-44,1218,163,24.58,"20150114","20150707",2,92,1.5,0,1.5,0,17.62,"RI2TA",0.24,0.11
"4103",25.56,18.1416,0.0177,0.5189,262,-0.0934,-47,904,163,16.05,"20150310","20150707",9,74,2,0,2,0,19.4,"RI2TA",0.24,0.11
"4104",49.89,22.291,0.0468,0.5426,274,-0.0954,-48,646,163,6.38,"20150306","20150706",24,55,2.5,0,2.5,0,20.91,"RI2TA",0.24,0.11
"4105",57.37,26.1682,0.0804,0.5603,284,-0.0897,-45,428,163,3.86,"20150306","20150430",41,38,3,0,3,0,21.81,"RI2TA",0.24,0.11
"4106",47.78,26.9434,0.0219,0.3452,175,-0.0973,-49,1325,163,18.09,"20150303","20150420",12,92,1,0,1,0,18.05,"RI2WH",0.42,0.44
"4107",62.43,30.2889,0.0346,0.3479,177,-0.1015,-51,1073,163,13.85,"20150303","20150420",18,79,1.5,0,1.5,0,19.09,"RI2WH",0.42,0.44
"4108",80.75,35.7396,0.0558,0.3473,177,-0.1064,-53,845,163,12.05,"20150303","20150417",29,70,2,0,2,0,20.48,"RI2WH",0.42,0.44
"4109",72.71,36.8889,0.0634,0.3524,180,-0.1056,-52,675,163,8.81,"20150302","20150417",33,56,2.5,0,2.5,0,21.92,"RI2WH",0.42,0.44
"4110",67.73,39.8844,0.0773,0.3591,183,-0.1097,-55,519,163,6.65,"20150305","20150417",40,45,3,0,3,0,23.04,"RI2WH",0.42,0.44
"4111",110.97,47.2505,0.1277,0.4668,237,-0.176,-89,491,163,5.67,"20150504","20150702",65,114,1,0,1,0,51.62,"RI2WR",0.02,0.01
"4112",105.23,47.8166,0.1305,0.4619,234,-0.1732,-87,458,163,5.55,"20150504","20150702",66,105,1.5,0,1.5,0,53.17,"RI2WR",0.02,0.01
"4113",104.44,47.8972,0.1387,0.4745,240,-0.17,-86,428,163,5.41,"20150504","20150525",71,100,2,0,2,0,53.27,"RI2WR",0.02,0.01
"4114",93.72,47.4453,0.1312,0.4619,234,-0.1674,-84,411,163,5.48,"20150504","20150525",67,99,2.5,0,2.5,0,53.84,"RI2WR",0.02,0.01
"4115",89.49,47.2441,0.1356,0.4756,241,-0.1689,-85,381,163,5.64,"20150504","20150702",69,91,3,0,3,0,55.46,"RI2WR",0.02,0.01
"4116",13.65,14.5773,0.0063,0.525,265,-0.0822,-41,1372,163,35.64,"20150108","20150707",4,72,1,0,1,0,13.97,"RI2ZC",0.1,0.08
"4117",31.08,17.0314,0.0184,0.5244,265,-0.0855,-42,1051,163,23.98,"20150114","20150707",10,61,1.5,0,1.5,0,15.82,"RI2ZC",0.1,0.08
"4118",46.38,19.3548,0.0363,0.5633,284,-0.0901,-45,775,163,13.65,"20150120","20150707",19,46,2,0,2,0,17.51,"RI2ZC",0.1,0.08
"4119",62.07,22.9358,0.0679,0.6036,305,-0.0915,-45,545,163,6.36,"20150316","20150707",35,36,2.5,0,2.5,0,18.95,"RI2ZC",0.1,0.08
"4120",71.6,30.2857,0.1206,0.6253,315,-0.0987,-49,350,163,3.31,"20150316","20150703",62,25,3,0,3,0,21.05,"RI2ZC",0.1,0.08
"4121",-6.67,13.5776,-0.0032,0.5067,259,-0.0833,-42,1392,163,36.16,"20150108","20150707",-1,95,1,0,1,0,14.95,"RI2ZN",0.26,0.15
"4122",16.87,15.342,0.0099,0.5275,269,-0.0839,-42,1082,163,20.85,"20150108","20150702",6,81,1.5,0,1.5,0,16.59,"RI2ZN",0.26,0.15
"4123",24.07,17.6399,0.0184,0.5314,271,-0.0915,-46,822,163,11.83,"20150119","20150430",10,71,2,0,2,0,18.4,"RI2ZN",0.26,0.15
"4124",43.93,20.462,0.0443,0.5602,285,-0.0885,-44,606,163,5.37,"20150316","20150430",23,52,2.5,0,2.5,0,20,"RI2ZN",0.26,0.15
"4125",47.96,24.0506,0.0736,0.593,302,-0.0909,-46,395,163,3.04,"20150327","20150430",38,35,3,0,3,0,21.55,"RI2ZN",0.26,0.15
"4126",-99.08,45.7818,-0.0512,0.1051,23,-0.1832,-40,1861,163,95.28,"20150105","20150831",-11,111,1,0,1,0,13.42,"RM2AG",0.21,0.16
"4127",-79.22,48.1858,-0.0465,0.1246,27,-0.2056,-45,1378,163,64.29,"20150105","20150831",-10,101,1.5,0,1.5,0,15.69,"RM2AG",0.21,0.16
"4128",-59.47,49.1142,-0.0438,0.1494,32,-0.2303,-50,1016,163,44.89,"20150105","20150831",-10,84,2,0,2,0,17.73,"RM2AG",0.21,0.16
"4129",-37.9,50.9545,-0.0392,0.1751,38,-0.2617,-57,681,163,27.14,"20150105","20150831",-9,55,2.5,0,2.5,0,19.72,"RM2AG",0.21,0.16
"4130",-17.37,50.5208,-0.0305,0.2316,50,-0.298,-65,384,163,12.93,"20150119","20150831",-7,25,3,0,3,0,22.41,"RM2AG",0.21,0.16
"4131",-95.73,36.803,-0.054,0.1136,25,-0.1517,-33,1614,163,87.92,"20150105","20150811",-12,87,1,0,1,0,12.56,"RM2AL",0.19,0.41
"4132",-77.24,42.7604,-0.0524,0.1258,27,-0.1856,-41,1181,163,64.17,"20150105","20150811",-11,72,1.5,0,1.5,0,14.51,"RM2AL",0.19,0.41
"4133",-63.64,49.5991,-0.0554,0.1249,27,-0.2327,-51,873,163,48.66,"20150105","20150825",-12,61,2,0,2,0,16.24,"RM2AL",0.19,0.41
"4134",-41.5,50.0843,-0.0498,0.1621,35,-0.2623,-57,593,163,30.08,"20150105","20150824",-11,47,2.5,0,2.5,0,18.26,"RM2AL",0.19,0.41
"4135",-17.95,50.7508,-0.0364,0.2093,46,-0.2896,-63,333,163,12.8,"20150105","20150811",-8,23,3,0,3,0,20.68,"RM2AL",0.19,0.41
"4136",-98.04,49.5353,-0.0505,0.0931,20,-0.1914,-42,1829,163,92.43,"20150106","20150831",-11,111,1,0,1,0,13.57,"RM2AU",0.07,0.08
"4137",-79.49,53.4697,-0.047,0.1136,25,-0.2316,-50,1369,163,64.93,"20150106","20150831",-10,94,1.5,0,1.5,0,15.77,"RM2AU",0.07,0.08
"4138",-63.75,53.7313,-0.0481,0.1353,29,-0.2612,-57,1005,163,49.22,"20150108","20150831",-10,77,2,0,2,0,17.6,"RM2AU",0.07,0.08
"4139",-53.97,53.3333,-0.0563,0.1469,32,-0.2886,-63,705,163,41.09,"20150126","20150831",-12,59,2.5,0,2.5,0,19.69,"RM2AU",0.07,0.08
"4140",-32.22,53.7879,-0.0567,0.1865,41,-0.3397,-74,396,163,23.91,"20150126","20150826",-12,26,3,0,3,0,21.78,"RM2AU",0.07,0.08
"4141",-91.85,42.0484,-0.0414,0.1152,25,-0.155,-34,1943,163,80.77,"20150107","20150831",-9,101,1,0,1,0,12.1,"RM2BU",0.25,0.21
"4142",-63,44.9612,-0.0336,0.138,30,-0.1738,-38,1419,163,49.78,"20150113","20150812",-7,91,1.5,0,1.5,0,14,"RM2BU",0.25,0.21
"4143",-43.15,45.3731,-0.0306,0.1623,36,-0.1909,-42,1005,163,34.92,"20150119","20150811",-7,75,2,0,2,0,15.88,"RM2BU",0.25,0.21
"4144",-14.34,46.2935,-0.0146,0.2022,44,-0.2014,-44,661,163,18.01,"20150119","20150810",-3,55,2.5,0,2.5,0,17.5,"RM2BU",0.25,0.21
"4145",0.15,46.9697,2e-04,0.2518,55,-0.2227,-49,396,163,7.88,"20150120","20150811",0,32,3,0,3,0,19.04,"RM2BU",0.25,0.21
"4146",-76.5,44.0615,-0.0376,0.1089,24,-0.153,-33,1625,163,64.38,"20150105","20150811",-8,82,1,0,1,0,12.25,"RM2CU",0.25,0.29
"4147",-60.14,48.7927,-0.0376,0.1175,26,-0.1853,-40,1201,163,45.75,"20150105","20150824",-8,72,1.5,0,1.5,0,14.16,"RM2CU",0.25,0.29
"4148",-42.89,51.8605,-0.0356,0.1349,29,-0.2193,-48,860,163,32.68,"20150105","20150811",-8,53,2,0,2,0,15.96,"RM2CU",0.25,0.29
"4149",-28.16,52.847,-0.0344,0.162,35,-0.2546,-56,562,163,21.74,"20150105","20150811",-8,40,2.5,0,2.5,0,18.19,"RM2CU",0.25,0.29
"4150",-12.3,52.7331,-0.0263,0.2226,49,-0.3041,-66,311,163,10.59,"20150213","20150811",-6,18,3,0,3,0,20.64,"RM2CU",0.25,0.29
"4151",-86.19,54.79,-0.0476,0.0882,19,-0.2121,-46,1524,163,72.39,"20150105","20150831",-10,92,1,0,1,0,14.79,"RM2FU",0.09,0.06
"4152",-72.2,57.4342,-0.0481,0.0985,21,-0.246,-53,1177,163,58.09,"20150105","20150812",-10,80,1.5,0,1.5,0,16.68,"RM2FU",0.09,0.06
"4153",-53.03,56.3193,-0.0431,0.1219,27,-0.2559,-55,902,163,42.23,"20150105","20150812",-9,72,2,0,2,0,18.38,"RM2FU",0.09,0.06
"4154",-35.68,56.6667,-0.0378,0.1504,33,-0.284,-61,660,163,29.91,"20150105","20150812",-8,56,2.5,0,2.5,0,20.1,"RM2FU",0.09,0.06
"4155",-18.38,56,-0.0292,0.1726,38,-0.2861,-62,425,163,14.56,"20150105","20150720",-6,29,3,0,3,0,21.96,"RM2FU",0.09,0.06
"4156",NA,40.0788,-0.0512,0.1079,24,-0.1576,-34,2031,163,103.92,"20150106","20150831",-11,112,1,0,1,0,11.86,"RM2HC",0.19,0.23
"4157",-87.11,44.9832,-0.0496,0.1174,26,-0.1862,-40,1485,163,74.15,"20150106","20150831",-11,94,1.5,0,1.5,0,13.95,"RM2HC",0.19,0.23
"4158",-63.86,47.7081,-0.0453,0.1306,29,-0.2058,-45,1069,163,49.69,"20150106","20150831",-10,80,2,0,2,0,15.73,"RM2HC",0.19,0.23
"4159",-44.4,49.7751,-0.0477,0.1525,33,-0.246,-53,667,163,33.71,"20150114","20150831",-10,57,2.5,0,2.5,0,17.85,"RM2HC",0.19,0.23
"4160",-17.23,52.4496,-0.0334,0.193,42,-0.2831,-62,347,163,14.66,"20150114","20150831",-7,27,3,0,3,0,19.52,"RM2HC",0.19,0.23
"4161",-67.45,47.1857,-0.0363,0.1288,28,-0.1839,-40,1066,109,37.78,"20150401","20150831",-8,68,1,0,1,0,13.96,"RM2NI",0.44,0.31
"4162",-45.09,51.1084,-0.0283,0.1499,33,-0.2147,-46,812,109,21.85,"20150401","20150831",-6,64,1.5,0,1.5,0,15.94,"RM2NI",0.44,0.31
"4163",-32.96,50.8446,-0.027,0.1774,39,-0.2385,-52,592,109,14.93,"20150401","20150831",-6,53,2,0,2,0,17.97,"RM2NI",0.44,0.31
"4164",-15.12,51.6883,-0.018,0.2115,46,-0.2635,-57,385,109,10.89,"20150714","20150831",-4,36,2.5,0,2.5,0,19.59,"RM2NI",0.44,0.31
"4165",-0.23,53.3333,-6e-04,0.2588,56,-0.2971,-64,225,109,5.21,"20150401","20150427",0,17,3,0,3,0,22.45,"RM2NI",0.44,0.31
"4166",-92.23,39.5612,-0.0539,0.1088,24,-0.1604,-35,1504,163,81.1,"20150108","20150831",-12,78,1,0,1,0,13.09,"RM2PB",0.23,0.33
"4167",-76.31,45.7746,-0.0536,0.1166,25,-0.1974,-43,1136,163,61.15,"20150116","20150831",-12,66,1.5,0,1.5,0,15.06,"RM2PB",0.23,0.33
"4168",-52.91,49.4687,-0.0459,0.138,30,-0.2259,-49,847,163,39.81,"20150116","20150831",-10,59,2,0,2,0,16.79,"RM2PB",0.23,0.33
"4169",-30.07,49.8294,-0.0356,0.171,37,-0.2407,-52,586,163,23.48,"20150119","20150831",-8,48,2.5,0,2.5,0,18.37,"RM2PB",0.23,0.33
"4170",-4.72,52.9052,-0.0096,0.2285,50,-0.2771,-60,327,163,6.94,"20150706","20150831",-2,23,3,0,3,0,19.87,"RM2PB",0.23,0.33
"4171",-92.36,42.3232,-0.041,0.118,26,-0.1578,-34,1980,163,81.61,"20150106","20150831",-9,111,1,0,1,0,12.28,"RM2RB",0.17,0.19
"4172",-72.59,45.5459,-0.0382,0.1283,28,-0.1774,-38,1493,163,57.85,"20150106","20150831",-8,96,1.5,0,1.5,0,14.13,"RM2RB",0.17,0.19
"4173",-52.79,46.4522,-0.0366,0.1527,33,-0.2008,-44,1057,163,40.04,"20150106","20150831",-8,85,2,0,2,0,16.35,"RM2RB",0.17,0.19
"4174",-41.5,44.9387,-0.0453,0.1779,39,-0.2274,-49,652,163,31.04,"20150106","20150831",-10,62,2.5,0,2.5,0,18.98,"RM2RB",0.17,0.19
"4175",-21.36,49.5751,-0.041,0.2109,46,-0.2888,-63,353,163,16.11,"20150106","20150831",-9,34,3,0,3,0,20.97,"RM2RB",0.17,0.19
"4176",-86.88,55.2101,-0.0422,0.1159,25,-0.2372,-52,1737,163,76.99,"20150105","20150825",-9,102,1,0,1,0,14.08,"RM2RS",0.22,0.31
"4177",-68.69,57.2086,-0.0407,0.1346,29,-0.275,-60,1304,163,58.79,"20150105","20150812",-9,88,1.5,0,1.5,0,16.03,"RM2RS",0.22,0.31
"4178",-44.78,56.0284,-0.0326,0.1646,36,-0.2838,-62,987,163,41.18,"20150105","20150812",-7,77,2,0,2,0,17.67,"RM2RS",0.22,0.31
"4179",-24.58,55.2632,-0.0232,0.2025,44,-0.302,-66,722,163,25.97,"20150105","20150812",-5,61,2.5,0,2.5,0,19.17,"RM2RS",0.22,0.31
"4180",-1.68,55.3611,-0.0025,0.2497,54,-0.3153,-69,457,163,12.31,"20150105","20150326",-1,35,3,0,3,0,20.5,"RM2RS",0.22,0.31
"4181",-71.81,40.2625,-0.0295,0.1381,30,-0.1425,-31,1905,163,56.51,"20150105","20150831",-6,114,1,0,1,0,12.65,"RM2RU",0.3,0.21
"4182",-46.76,44.3672,-0.0234,0.1491,33,-0.161,-35,1438,163,34.16,"20150105","20150831",-5,100,1.5,0,1.5,0,14.19,"RM2RU",0.3,0.21
"4183",-28.03,45.9512,-0.0188,0.1695,37,-0.179,-39,1025,163,19.84,"20150105","20150831",-4,80,2,0,2,0,15.96,"RM2RU",0.3,0.21
"4184",-8.61,48.2443,-0.0087,0.1941,42,-0.1977,-43,655,163,7.74,"20150119","20150831",-2,56,2.5,0,2.5,0,17.46,"RM2RU",0.3,0.21
"4185",11.25,51.9337,0.0198,0.2404,53,-0.2185,-47,362,163,4.07,"20150710","20150811",5,22,3,0,3,0,18.72,"RM2RU",0.3,0.21
"4186",-90.06,55.3925,-0.0496,0.1132,25,-0.2519,-55,1567,163,78.76,"20150105","20150828",-11,95,1,0,1,0,15.46,"RM2SF",0.18,0.24
