"","AnnRet","Win","MRet","MWRet","MWPnL","MLRet","MLPnL","Ts","TDs","MDD","MDD.SD","MDD.ED","MPnL","Forces","UP","UPCLOSE","DOWN","DOWNCLOSE","HoldMins","startegy","Corr","Beta"
"1",-37.77,47.9759,-0.0146,0.091,39,-0.1119,-48,1828,163,28.7,"20150107","20150828",-6,117,1,0,1,0,13.62,"A2AG",0.19,0.1
"2",-28.85,49.1501,-0.0141,0.1003,43,-0.1247,-53,1412,163,21.99,"20150107","20150828",-6,108,1.5,0,1.5,0,15.24,"A2AG",0.19,0.1
"3",-17.23,50.3899,-0.0113,0.1162,49,-0.1407,-60,1026,163,14.12,"20150107","20150824",-5,90,2,0,2,0,17.18,"A2AG",0.19,0.1
"4",-10.09,48.8889,-0.0094,0.1384,59,-0.1507,-64,720,163,9.77,"20150107","20150824",-4,64,2.5,0,2.5,0,18.94,"A2AG",0.19,0.1
"5",1.38,50.7212,0.0022,0.1703,72,-0.1707,-73,416,163,6.2,"20150722","20150824",1,38,3,0,3,0,19.64,"A2AG",0.19,0.1
"6",-42.51,49.0651,-0.0195,0.0718,31,-0.1076,-46,1551,163,32.78,"20150105","20150821",-8,90,1,0,1,0,12.77,"A2AL",0.31,0.37
"7",-27.34,51.8933,-0.0162,0.0843,36,-0.1246,-53,1162,163,21.76,"20150105","20150821",-7,79,1.5,0,1.5,0,14.64,"A2AL",0.31,0.37
"8",-21.64,52.2589,-0.018,0.0928,40,-0.1393,-59,819,163,17,"20150204","20150821",-8,69,2,0,2,0,16.84,"A2AL",0.31,0.37
"9",-12.44,50.9091,-0.015,0.1091,47,-0.1438,-61,550,163,10.02,"20150204","20150821",-6,53,2.5,0,2.5,0,18.47,"A2AL",0.31,0.37
"10",-2.75,53.3951,-0.0055,0.1315,56,-0.1625,-70,324,163,4.11,"20150209","20150504",-2,37,3,0,3,0,20.15,"A2AL",0.31,0.37
"11",-44.9,52.7466,-0.0181,0.0808,34,-0.1284,-55,1784,163,34.05,"20150122","20150828",-8,115,1,0,1,0,14.02,"A2AU",0.23,0.21
"12",-31.01,54.9275,-0.0156,0.0926,40,-0.1474,-63,1380,163,25.92,"20150123","20150827",-7,106,1.5,0,1.5,0,15.69,"A2AU",0.23,0.21
"13",-20.37,53.3593,-0.0135,0.1106,47,-0.1554,-66,1027,163,18.81,"20150122","20150827",-6,96,2,0,2,0,17.26,"A2AU",0.23,0.21
"14",-6.52,55.7746,-0.006,0.1314,56,-0.1793,-76,710,163,10.48,"20150121","20150522",-2,77,2.5,0,2.5,0,18.4,"A2AU",0.23,0.21
"15",2.16,59.3381,0.0034,0.1587,68,-0.2234,-95,423,163,6.75,"20150722","20150826",2,41,3,0,3,0,20.36,"A2AU",0.23,0.21
"16",-56.75,46.1583,-0.0243,0.1022,44,-0.1328,-57,1731,163,44.94,"20150120","20150831",-10,115,1,0,1,0,14.87,"A2B",0.68,0.65
"17",-46.76,49.0255,-0.0253,0.107,46,-0.1525,-65,1334,163,36.58,"20150128","20150831",-11,106,1.5,0,1.5,0,16.66,"A2B",0.68,0.65
"18",-29.25,52.7805,-0.0197,0.1148,49,-0.17,-72,1025,163,23.35,"20150128","20150831",-8,90,2,0,2,0,17.91,"A2B",0.68,0.65
"19",-5.77,53.9788,-0.0051,0.1356,58,-0.1701,-73,754,163,10.75,"20150202","20150506",-2,72,2.5,0,2.5,0,19.08,"A2B",0.68,0.65
"20",9.67,55.0388,0.0119,0.1628,69,-0.1727,-74,516,163,5.61,"20150127","20150330",5,52,3,0,3,0,20.29,"A2B",0.68,0.65
"21",-53.5,44.5679,-0.0242,0.1043,44,-0.1276,-54,1620,163,42.03,"20150121","20150820",-10,102,1,0,1,0,14.36,"A2BB",0.11,0.06
"22",-38.81,45.5392,-0.0213,0.1107,47,-0.1317,-56,1289,163,30.44,"20150121","20150820",-9,91,1.5,0,1.5,0,15.15,"A2BB",0.11,0.06
"23",-31.15,46.5957,-0.023,0.1127,48,-0.1413,-60,940,163,24.11,"20150121","20150813",-10,75,2,0,2,0,16.7,"A2BB",0.11,0.06
"24",-19.52,47.4886,-0.0202,0.1226,52,-0.1492,-63,657,163,15.41,"20150108","20150820",-9,61,2.5,0,2.5,0,17.46,"A2BB",0.11,0.06
"25",-9.05,48.0638,-0.0138,0.138,59,-0.1542,-66,439,163,8.98,"20150203","20150817",-6,42,3,0,3,0,18.21,"A2BB",0.11,0.06
"26",-11.86,46.2029,-0.0042,0.1072,46,-0.0998,-42,1883,163,15.61,"20150120","20150403",-2,110,1,0,1,0,12.28,"A2BU",0.22,0.12
"27",0.92,48.7332,5e-04,0.1216,52,-0.1147,-49,1342,163,9.82,"20150204","20150403",0,98,1.5,0,1.5,0,14.35,"A2BU",0.22,0.12
"28",6.51,49.2462,0.0042,0.1347,57,-0.1224,-52,995,163,9.09,"20150203","20150414",2,81,2,0,2,0,15.86,"A2BU",0.22,0.12
"29",13.97,50.2959,0.0131,0.1575,67,-0.133,-56,676,163,6.29,"20150203","20150414",6,67,2.5,0,2.5,0,17.36,"A2BU",0.22,0.12
"30",17.52,51.1905,0.0264,0.1914,82,-0.1467,-62,420,163,6.57,"20150210","20150414",12,42,3,0,3,0,18.94,"A2BU",0.22,0.12
"31",-81.14,44.2718,-0.0322,0.076,32,-0.1181,-50,2060,163,66.37,"20150106","20150831",-14,112,1,0,1,0,11.89,"A2C",0.5,0.8
"32",-62.56,48.0896,-0.0312,0.0848,36,-0.1386,-59,1518,163,48.26,"20150106","20150811",-13,97,1.5,0,1.5,0,13.81,"A2C",0.5,0.8
"33",-34.75,53.6517,-0.0227,0.1,43,-0.1648,-70,1068,163,27.56,"20150107","20150806",-10,86,2,0,2,0,15.67,"A2C",0.5,0.8
"34",-16.08,56.776,-0.0153,0.1212,52,-0.1948,-83,701,163,14.52,"20150130","20150811",-6,65,2.5,0,2.5,0,17.03,"A2C",0.5,0.8
"35",1.54,60.4651,0.0026,0.1519,65,-0.2258,-96,387,163,5.1,"20150421","20150811",1,30,3,0,3,0,18.7,"A2C",0.5,0.8
"36",-36.33,48.8718,-0.0131,0.0819,35,-0.1039,-44,1950,163,27.84,"20150106","20150824",-6,115,1,0,1,0,12.28,"A2CF",0.27,0.23
"37",-20.51,50.5502,-0.0096,0.0945,40,-0.116,-50,1454,163,17.83,"20150128","20150824",-4,99,1.5,0,1.5,0,14.1,"A2CF",0.27,0.23
"38",-10.24,52.5665,-0.0065,0.1047,45,-0.1297,-55,1052,163,11.63,"20150128","20150817",-3,78,2,0,2,0,15.83,"A2CF",0.27,0.23
"39",-0.77,52.7108,-8e-04,0.126,54,-0.1421,-61,664,163,10,"20150128","20150415",0,56,2.5,0,2.5,0,17.74,"A2CF",0.27,0.23
"40",8.09,54.3243,0.014,0.1644,70,-0.1648,-70,370,163,5.68,"20150128","20150414",6,27,3,0,3,0,18.89,"A2CF",0.27,0.23
"41",-39.58,50.8876,-0.0151,0.0834,36,-0.1171,-50,1859,163,30.29,"20150106","20150811",-6,112,1,0,1,0,13.04,"A2CS",0.18,0.21
"42",-24.86,52.9161,-0.0121,0.0927,40,-0.1299,-55,1406,163,21.82,"20150128","20150810",-5,99,1.5,0,1.5,0,14.7,"A2CS",0.18,0.21
"43",-11.12,54.4841,-0.0072,0.1075,46,-0.1444,-61,1037,163,14.28,"20150203","20150810",-3,86,2,0,2,0,16.13,"A2CS",0.18,0.21
"44",-4.41,53.4783,-0.0042,0.1217,52,-0.1489,-63,690,163,12,"20150128","20150511",-2,61,2.5,0,2.5,0,17.52,"A2CS",0.18,0.21
"45",-2.75,54.5226,-0.0046,0.1275,55,-0.1629,-69,398,163,8.51,"20150127","20150511",-2,32,3,0,3,0,19.05,"A2CS",0.18,0.21
"46",-31.42,51.0566,-0.0148,0.0802,34,-0.114,-49,1467,163,23.1,"20150105","20150824",-6,85,1,0,1,0,13.16,"A2CU",0.35,0.26
"47",-22.76,53.654,-0.0144,0.0935,40,-0.1392,-59,1081,163,17.22,"20150105","20150824",-6,69,1.5,0,1.5,0,15.3,"A2CU",0.35,0.26
"48",-9.65,55.0743,-0.0079,0.1064,45,-0.1481,-63,808,163,9.58,"20150107","20150422",-3,62,2,0,2,0,16.8,"A2CU",0.35,0.26
"49",-2.9,54.3561,-0.0036,0.1269,54,-0.1591,-68,528,163,6.85,"20150113","20150505",-1,46,2.5,0,2.5,0,18.79,"A2CU",0.35,0.26
"50",-2.14,53.3762,-0.0044,0.1519,65,-0.1834,-78,311,163,6.53,"20150305","20150422",-2,33,3,0,3,0,20.11,"A2CU",0.35,0.26
"51",-44.4,48.5868,-0.0214,0.0967,41,-0.133,-57,1486,163,33.38,"20150107","20150828",-9,106,1,0,1,0,15.56,"A2FB",0.08,0.05
"52",-36.33,48.6146,-0.0214,0.1021,44,-0.1383,-59,1191,163,28.91,"20150128","20150819",-9,92,1.5,0,1.5,0,16.76,"A2FB",0.08,0.05
"53",-32.89,48.7723,-0.0256,0.1031,44,-0.1481,-63,896,163,26.03,"20150123","20150824",-11,85,2,0,2,0,17.93,"A2FB",0.08,0.05
"54",-26.24,46.2798,-0.0268,0.1109,47,-0.1453,-62,672,163,21.14,"20150109","20150824",-11,78,2.5,0,2.5,0,18.85,"A2FB",0.08,0.05
"55",-6.82,48.1982,-0.0102,0.1284,54,-0.1392,-59,444,163,7.95,"20150202","20150811",-4,52,3,0,3,0,19.39,"A2FB",0.08,0.05
"56",-58.34,36.9191,-0.0187,0.0948,40,-0.0851,-36,2324,163,46.1,"20150106","20150824",-8,112,1,0,1,0,10.21,"A2FG",0.22,0.14
"57",-27.2,42.3331,-0.0112,0.1051,45,-0.0966,-41,1663,163,22.56,"20150106","20150824",-5,98,1.5,0,1.5,0,12.11,"A2FG",0.22,0.14
"58",-2.6,45.8333,-0.0015,0.1246,53,-0.1082,-46,1104,163,9.88,"20150116","20150423",-1,82,2,0,2,0,14.13,"A2FG",0.22,0.14
"59",9.03,48.7179,0.0087,0.1464,62,-0.1222,-52,663,163,5.24,"20150127","20150422",4,56,2.5,0,2.5,0,16.32,"A2FG",0.22,0.14
"60",11.73,50,0.022,0.1761,75,-0.1321,-56,342,163,1.7,"20150206","20150227",9,28,3,0,3,0,18.1,"A2FG",0.22,0.14
"61",-47.5,59.7987,-0.023,0.0698,30,-0.1611,-69,1490,163,35.82,"20150107","20150819",-10,98,1,0,1,0,14.78,"A2FU",0.36,0.26
"62",-36.2,60.2609,-0.0221,0.0839,36,-0.1828,-78,1150,163,28.85,"20150107","20150819",-9,91,1.5,0,1.5,0,16.7,"A2FU",0.36,0.26
"63",-24.58,57.6112,-0.0197,0.1085,47,-0.1939,-83,854,163,21.19,"20150128","20150819",-8,79,2,0,2,0,18.45,"A2FU",0.36,0.26
"64",-13.9,56.64,-0.0148,0.1327,57,-0.2076,-88,625,163,14.46,"20150128","20150424",-6,66,2.5,0,2.5,0,20.21,"A2FU",0.36,0.26
"65",-4.26,55.1378,-0.0071,0.1749,75,-0.2307,-98,399,163,10.45,"20150122","20150424",-3,45,3,0,3,0,21.89,"A2FU",0.36,0.26
"66",-33.96,46.2355,-0.012,0.0935,40,-0.1027,-44,1979,163,26.06,"20150106","20150821",-5,99,1,0,1,0,12.3,"A2HC",0.28,0.23
"67",-16.66,48.6431,-0.0076,0.1043,45,-0.1136,-49,1474,163,16.35,"20150128","20150821",-3,89,1.5,0,1.5,0,13.97,"A2HC",0.28,0.23
"68",-3.81,51.5034,-0.0024,0.118,50,-0.1304,-56,1031,163,9.45,"20150209","20150821",-1,70,2,0,2,0,15.7,"A2HC",0.28,0.23
"69",6.83,52.1866,0.0065,0.1421,61,-0.1416,-61,686,163,6.82,"20150128","20150416",3,53,2.5,0,2.5,0,17.08,"A2HC",0.28,0.23
"70",5.73,54.1985,0.0094,0.1644,70,-0.174,-74,393,163,5.89,"20150128","20150402",4,33,3,0,3,0,18.27,"A2HC",0.28,0.23
"71",-51.84,36.3225,-0.0156,0.0894,38,-0.0754,-32,2431,163,40.22,"20150105","20150821",-7,102,1,0,1,0,9.32,"A2I",0.25,0.12
"72",-30.61,41.125,-0.0132,0.0957,41,-0.0893,-38,1600,163,23.09,"20150116","20150821",-6,91,1.5,0,1.5,0,11.67,"A2I",0.25,0.12
"73",-16.08,45.2427,-0.0105,0.1037,44,-0.1049,-45,1030,163,14.28,"20150202","20150821",-5,74,2,0,2,0,14.12,"A2I",0.25,0.12
"74",-6.97,47.4797,-0.0074,0.1194,51,-0.1221,-52,615,163,7.51,"20150128","20150821",-3,58,2.5,0,2.5,0,16.84,"A2I",0.25,0.12
"75",-5.47,48.6928,-0.0118,0.1351,57,-0.1512,-65,306,163,5.52,"20150115","20150818",-5,34,3,0,3,0,19.47,"A2I",0.25,0.12
"76",-43.27,41.1843,-0.0138,0.0885,38,-0.0854,-36,2246,163,32.16,"20150105","20150821",-6,107,1,0,1,0,10.28,"A2J",0.18,0.11
"77",-26.1,46.44,-0.0115,0.0915,39,-0.1008,-43,1559,163,19.93,"20150126","20150824",-5,93,1.5,0,1.5,0,12.38,"A2J",0.18,0.11
"78",-9.65,50.6103,-0.006,0.1006,43,-0.1152,-49,1065,163,10.27,"20150203","20150505",-3,72,2,0,2,0,14.28,"A2J",0.18,0.11
"79",0.61,51.4638,5e-04,0.1166,50,-0.1225,-52,649,163,5.34,"20150203","20150505",0,51,2.5,0,2.5,0,16.35,"A2J",0.18,0.11
"80",-0.61,50.4478,-0.0013,0.1364,58,-0.1415,-60,335,163,5.3,"20150108","20150514",-1,31,3,0,3,0,18.93,"A2J",0.18,0.11
"81",-28.16,45.8472,-0.0108,0.1043,45,-0.1082,-46,1806,163,27.2,"20150115","20150730",-4,113,1,0,1,0,13.33,"A2JD",0.14,0.1
"82",-12.59,48.7294,-0.0063,0.1163,50,-0.1228,-52,1338,163,16.17,"20150115","20150730",-3,107,1.5,0,1.5,0,15.31,"A2JD",0.14,0.1
"83",-4.41,50.1912,-0.0028,0.1222,52,-0.1287,-55,1046,163,12.18,"20150128","20150511",-1,94,2,0,2,0,16.41,"A2JD",0.14,0.1
"84",-2.14,49.1477,-0.0019,0.1383,59,-0.1375,-59,704,163,9.38,"20150115","20150511",-1,76,2.5,0,2.5,0,17.74,"A2JD",0.14,0.1
"85",-5.02,50.2618,-0.0085,0.1424,61,-0.161,-68,382,163,7.8,"20150123","20150511",-3,42,3,0,3,0,20.5,"A2JD",0.14,0.1
"86",-60.14,37.5269,-0.0194,0.088,38,-0.0839,-36,2321,163,48.26,"20150105","20150821",-8,99,1,0,1,0,9.92,"A2JM",0.17,0.11
"87",-21.78,44.7613,-0.0092,0.0955,41,-0.0939,-40,1613,163,21.1,"20150107","20150513",-4,84,1.5,0,1.5,0,11.82,"A2JM",0.17,0.11
"88",-12.44,46.9754,-0.0079,0.1041,44,-0.1071,-46,1058,163,14.78,"20150107","20150518",-3,71,2,0,2,0,14.1,"A2JM",0.17,0.11
"89",-3.35,50.1553,-0.0034,0.1139,48,-0.1215,-52,644,163,9.48,"20150203","20150601",-1,44,2.5,0,2.5,0,16.15,"A2JM",0.17,0.11
"90",0.15,53.1447,2e-04,0.1324,56,-0.1498,-64,318,163,6.99,"20150306","20150601",0,21,3,0,3,0,17.8,"A2JM",0.17,0.11
"91",-45.12,61.2597,-0.0231,0.0641,27,-0.1611,-69,1159,130,28.24,"20150128","20150713",-10,74,1,0,1,0,14.38,"A2JR",0.06,0.06
"92",-38.29,60.4333,-0.0253,0.0761,33,-0.1802,-77,877,130,23.56,"20150128","20150608",-11,68,1.5,0,1.5,0,16.39,"A2JR",0.06,0.06
"93",-30.12,57.5617,-0.0262,0.0913,39,-0.1856,-79,648,130,19.39,"20150202","20150713",-11,62,2,0,2,0,17.98,"A2JR",0.06,0.06
"94",-21.62,56.1028,-0.0254,0.1061,46,-0.1935,-82,467,130,14.93,"20150202","20150608",-11,52,2.5,0,2.5,0,19.94,"A2JR",0.06,0.06
"95",-12.67,55.4054,-0.0229,0.1287,55,-0.2113,-90,296,130,10.52,"20150128","20150608",-10,33,3,0,3,0,21.58,"A2JR",0.06,0.06
"96",-21.5,50.3326,-0.0081,0.0983,42,-0.1159,-49,1804,163,19.12,"20150209","20150820",-3,111,1,0,1,0,13.61,"A2L",0.39,0.29
"97",-6.07,52.8811,-0.0029,0.1129,48,-0.1329,-57,1371,163,13.42,"20150209","20150423",-1,98,1.5,0,1.5,0,15.57,"A2L",0.39,0.29
"98",0.77,54.0241,5e-04,0.128,55,-0.1493,-64,994,163,9.35,"20150205","20150423",0,82,2,0,2,0,17.42,"A2L",0.39,0.29
"99",8.09,53.2081,0.0081,0.1587,68,-0.1631,-69,639,163,8.05,"20150205","20150423",4,50,2.5,0,2.5,0,19.53,"A2L",0.39,0.29
"100",15.42,52.7066,0.0281,0.2166,92,-0.1821,-77,351,163,3.95,"20150306","20150423",12,21,3,0,3,0,21.05,"A2L",0.39,0.29
"101",-36.86,59.3274,-0.0165,0.078,33,-0.1542,-66,1576,163,27.28,"20150127","20150831",-7,109,1,0,1,0,15.12,"A2LR",-0.06,-0.06
"102",-27.48,58.7149,-0.0152,0.0899,38,-0.1646,-70,1245,163,19.63,"20150128","20150824",-6,101,1.5,0,1.5,0,16.66,"A2LR",-0.06,-0.06
"103",-17.37,56.3425,-0.0124,0.1068,45,-0.1662,-71,946,163,14.35,"20150225","20150824",-5,90,2,0,2,0,18.08,"A2LR",-0.06,-0.06
"104",-11.71,55.313,-0.0113,0.1228,52,-0.1773,-75,687,163,10.66,"20150202","20150824",-5,75,2.5,0,2.5,0,19.52,"A2LR",-0.06,-0.06
"105",-8.61,52.809,-0.0128,0.1426,61,-0.1867,-79,445,163,9.23,"20150115","20150608",-6,52,3,0,3,0,21.3,"A2LR",-0.06,-0.06
"106",-52.91,46.6246,-0.0189,0.0701,30,-0.0966,-41,2059,163,42.34,"20150106","20150821",-8,105,1,0,1,0,11.69,"A2M",0.75,0.63
"107",-32.76,50.8575,-0.015,0.0775,33,-0.1108,-47,1516,163,28.94,"20150106","20150707",-6,94,1.5,0,1.5,0,13.46,"A2M",0.75,0.63
"108",-25.27,54.0252,-0.0168,0.0821,35,-0.1329,-57,1031,163,21.55,"20150112","20150709",-7,83,2,0,2,0,15.64,"A2M",0.75,0.63
"109",-12.44,55.0157,-0.0131,0.0969,41,-0.1475,-63,638,163,13.86,"20150113","20150702",-6,60,2.5,0,2.5,0,17.51,"A2M",0.75,0.63
"110",0,56.0345,-1e-04,0.1258,54,-0.1606,-69,348,163,4.83,"20150113","20150701",0,30,3,0,3,0,19.52,"A2M",0.75,0.63
"111",-22.76,44.2021,-0.0089,0.1065,46,-0.1003,-43,1742,163,18.87,"20150202","20150811",-4,109,1,0,1,0,13.8,"A2MA",0.17,0.11
"112",-3.96,47.1281,-0.0019,0.114,49,-0.1053,-45,1358,163,14.25,"20150206","20150423",-1,95,1.5,0,1.5,0,15.37,"A2MA",0.17,0.11
"113",4.48,48.2482,0.0029,0.1283,55,-0.1141,-49,999,163,11.79,"20150206","20150423",1,80,2,0,2,0,17.2,"A2MA",0.17,0.11
"114",20.45,51.1662,0.0188,0.1518,65,-0.1206,-51,686,163,8.89,"20150205","20150422",8,53,2.5,0,2.5,0,18.96,"A2MA",0.17,0.11
"115",26.23,54.9398,0.0394,0.1835,79,-0.1362,-58,415,163,4.25,"20150212","20150422",17,30,3,0,3,0,20.2,"A2MA",0.17,0.11
"116",23.14,53.656,0.0098,0.1282,54,-0.1273,-54,971,109,3.28,"20150729","20150820",4,67,1,0,1,0,14.71,"A2NI",0.38,0.19
"117",30.48,53.3156,0.0163,0.152,64,-0.1386,-59,754,109,2.71,"20150401","20150414",7,63,1.5,0,1.5,0,16.24,"A2NI",0.38,0.19
"118",29.95,53.9286,0.0216,0.1659,70,-0.1473,-62,560,109,2.91,"20150720","20150820",9,53,2,0,2,0,17.91,"A2NI",0.38,0.19
"119",31.02,52.5424,0.0304,0.1996,84,-0.1569,-66,413,109,3.23,"20150720","20150821",13,41,2.5,0,2.5,0,19.19,"A2NI",0.38,0.19
"120",34.51,56.1265,0.0545,0.2399,101,-0.1826,-77,253,109,2.43,"20150522","20150608",23,20,3,0,3,0,21.15,"A2NI",0.38,0.19
"121",-15.79,47.6583,-0.0055,0.0995,42,-0.101,-43,1943,163,15.58,"20150106","20150429",-2,119,1,0,1,0,12.53,"A2OI",0.52,0.48
"122",2.31,52.6971,0.0011,0.1117,48,-0.1222,-52,1446,163,10.69,"20150204","20150422",0,106,1.5,0,1.5,0,14.28,"A2OI",0.52,0.48
"123",11.25,54.6161,0.007,0.1285,55,-0.1393,-59,1029,163,6.61,"20150204","20150326",3,88,2,0,2,0,15.94,"A2OI",0.52,0.48
"124",17.2,57.8313,0.0165,0.1515,65,-0.1687,-72,664,163,5.06,"20150209","20150326",7,61,2.5,0,2.5,0,17.16,"A2OI",0.52,0.48
"125",17.85,58.8391,0.0298,0.1923,82,-0.2026,-86,379,163,3.42,"20150421","20150427",13,33,3,0,3,0,18.69,"A2OI",0.52,0.48
"126",-40.22,49.7433,-0.0146,0.0801,34,-0.1084,-46,1948,163,31.37,"20150107","20150811",-6,112,1,0,1,0,12.32,"A2P",0.68,0.52
"127",-16.94,54.6025,-0.008,0.09,38,-0.1258,-54,1434,163,18.63,"20150107","20150427",-3,97,1.5,0,1.5,0,14.08,"A2P",0.68,0.52
"128",-10.09,55.8532,-0.0067,0.097,41,-0.1379,-59,1008,163,12.62,"20150107","20150706",-3,85,2,0,2,0,15.8,"A2P",0.68,0.52
"129",-1.68,56.7119,-0.0017,0.1111,47,-0.1494,-64,663,163,9.17,"20150107","20150702",-1,66,2.5,0,2.5,0,17.25,"A2P",0.68,0.52
"130",1.38,57.9096,0.0025,0.1309,56,-0.1742,-74,354,163,5.81,"20150107","20150702",1,28,3,0,3,0,19.77,"A2P",0.68,0.52
"131",-42.51,46.1808,-0.0212,0.0869,37,-0.114,-49,1427,163,31.22,"20150108","20150828",-9,95,1,0,1,0,13.34,"A2PB",0.34,0.28
"132",-28.85,49.3433,-0.0186,0.0994,42,-0.1336,-57,1066,163,22.32,"20150108","20150821",-8,84,1.5,0,1.5,0,15.08,"A2PB",0.34,0.28
"133",-15.65,52.0408,-0.0134,0.1129,48,-0.1503,-64,784,163,14.55,"20150108","20150422",-6,69,2,0,2,0,16.89,"A2PB",0.34,0.28
"134",-5.17,52.214,-0.0064,0.1351,58,-0.161,-69,542,163,10.37,"20150209","20150422",-3,60,2.5,0,2.5,0,18.01,"A2PB",0.34,0.28
"135",8.4,56.8862,0.0163,0.1624,69,-0.1766,-75,334,163,5.63,"20150209","20150422",7,32,3,0,3,0,18.6,"A2PB",0.34,0.28
"136",-48.94,60.1688,-0.0246,0.0654,28,-0.1606,-68,1303,144,32.37,"20150107","20150731",-10,88,1,0,1,0,14.75,"A2PM",0.06,0.06
"137",-39.45,60.2193,-0.025,0.0772,33,-0.1798,-76,1003,144,25.9,"20150107","20150727",-11,82,1.5,0,1.5,0,16.59,"A2PM",0.06,0.06
"138",-29.29,57.1238,-0.0241,0.0952,41,-0.183,-78,751,144,19.71,"20150120","20150727",-10,72,2,0,2,0,18.06,"A2PM",0.06,0.06
"139",-18.95,57.3503,-0.0208,0.1092,47,-0.1955,-83,551,144,14.28,"20150107","20150604",-9,59,2.5,0,2.5,0,19.73,"A2PM",0.06,0.06
"140",-9.52,55.7471,-0.0161,0.1356,58,-0.2073,-88,348,144,9.71,"20150115","20150522",-7,40,3,0,3,0,21.24,"A2PM",0.06,0.06
"141",-12.59,46.556,-0.0052,0.1147,49,-0.1096,-47,1626,163,14.85,"20150203","20150423",-2,110,1,0,1,0,15.14,"A2PP",0.15,0.11
"142",1.23,48.4873,6e-04,0.1291,55,-0.1203,-51,1256,163,10.84,"20150203","20150429",0,98,1.5,0,1.5,0,16.95,"A2PP",0.15,0.11
"143",12.53,51.6757,0.0087,0.1441,61,-0.1362,-58,925,163,7.34,"20150205","20150423",4,83,2,0,2,0,18.72,"A2PP",0.15,0.11
"144",14.13,51.3138,0.0138,0.1598,68,-0.14,-60,647,163,6.07,"20150204","20150423",6,58,2.5,0,2.5,0,20.16,"A2PP",0.15,0.11
"145",19.64,56.6038,0.0335,0.1903,81,-0.1711,-73,371,163,4.98,"20150203","20150423",14,27,3,0,3,0,21.02,"A2PP",0.15,0.11
"146",-26.1,48.8491,-0.0092,0.0896,38,-0.1035,-44,1955,163,21.2,"20150106","20150824",-4,111,1,0,1,0,12.13,"A2RB",0.33,0.28
"147",-7.12,53.394,-0.0033,0.0991,42,-0.1206,-52,1429,163,15.97,"20150121","20150423",-1,96,1.5,0,1.5,0,14.24,"A2RB",0.33,0.28
"148",-4.41,54.0354,-0.0028,0.1115,48,-0.1371,-59,1016,163,12.4,"20150128","20150416",-1,81,2,0,2,0,16.06,"A2RB",0.33,0.28
"149",7.93,55.4545,0.0077,0.1313,56,-0.1461,-63,660,163,6.09,"20150127","20150423",3,64,2.5,0,2.5,0,17.56,"A2RB",0.33,0.28
"150",14.77,60.2339,0.0275,0.1593,68,-0.1723,-74,342,163,3.01,"20150127","20150423",12,31,3,0,3,0,18.77,"A2RB",0.33,0.28
"151",-39.06,46.9764,-0.0176,0.1196,51,-0.1391,-59,1571,163,41.68,"20150202","20150611",-8,109,1,0,1,0,15.77,"A2RI",0.28,0.37
"152",-33.16,50.686,-0.0186,0.1196,51,-0.1607,-68,1239,163,34.52,"20150202","20150611",-8,100,1.5,0,1.5,0,17.47,"A2RI",0.28,0.37
"153",-16.22,52.228,-0.0113,0.1338,57,-0.17,-72,965,163,26.26,"20150202","20150611",-5,88,2,0,2,0,18.84,"A2RI",0.28,0.37
"154",-3.66,53.719,-0.0034,0.148,63,-0.179,-76,726,163,18.74,"20150202","20150611",-1,70,2.5,0,2.5,0,20.26,"A2RI",0.28,0.37
"155",10.46,53.1313,0.0135,0.1779,76,-0.1729,-74,495,163,8.35,"20150206","20150610",6,47,3,0,3,0,21.56,"A2RI",0.28,0.37
"156",-53.03,40.9733,-0.0204,0.0854,36,-0.0938,-40,1911,163,41.37,"20150105","20150821",-9,111,1,0,1,0,12.59,"A2RM",0.39,0.25
"157",-28.85,45.8924,-0.0141,0.0965,41,-0.1079,-46,1412,163,23.12,"20150105","20150819",-6,96,1.5,0,1.5,0,14.68,"A2RM",0.39,0.25
"158",-13.32,48.2229,-0.0085,0.11,47,-0.119,-51,1041,163,12.49,"20150105","20150707",-4,87,2,0,2,0,16.34,"A2RM",0.39,0.25
"159",1.69,49.7797,0.0016,0.1371,58,-0.1327,-57,681,163,7.58,"20150130","20150429",1,57,2.5,0,2.5,0,17.71,"A2RM",0.39,0.25
"160",4.33,51.9022,0.0076,0.1686,72,-0.1662,-71,368,163,4.89,"20150129","20150324",3,29,3,0,3,0,20.09,"A2RM",0.39,0.25
"161",-31.96,57.5585,-0.0127,0.0828,35,-0.1421,-60,1753,163,25.92,"20150128","20150826",-5,111,1,0,1,0,14.11,"A2RS",0.21,0.19
"162",-17.23,58.1273,-0.0087,0.095,41,-0.1526,-65,1335,163,16.41,"20150206","20150828",-4,95,1.5,0,1.5,0,15.78,"A2RS",0.21,0.19
"163",-4.87,57.5356,-0.0032,0.1135,49,-0.1615,-69,982,163,12.85,"20150209","20150511",-1,82,2,0,2,0,17.27,"A2RS",0.21,0.19
"164",6.04,57.1429,0.0056,0.1364,58,-0.1689,-72,707,163,8.16,"20150206","20150511",3,65,2.5,0,2.5,0,18.85,"A2RS",0.21,0.19
"165",11.09,55.6769,0.0156,0.1573,67,-0.1625,-69,458,163,4.57,"20150206","20150522",7,41,3,0,3,0,20.33,"A2RS",0.21,0.19
